names	scores	logfoldchanges	pvals	pvals_adj
STX8	-0.88762534	0.12790732	0.3747423050941059	0.5140111764900369
ATRX	-0.89274627	-0.09716914	0.3719930602667817	0.5104282079710741
SCP2	-0.89274627	-0.13097998	0.3719930602667817	0.5104282079710741
XRCC5	-0.8944532	-0.070545	0.371079431261641	0.5097380309916456
FAM118A	-0.89616024	-0.098411344	0.37016719612653426	0.5092362904969389
RPS23	-0.89616024	0.006874473	0.37016719612653426	0.5092362904969389
NOP58	-0.8978672	-0.15788771	0.3692563553888839	0.508546844477886
GRPEL1	-0.8978672	0.10141074	0.3692563553888839	0.508546844477886
SRSF1	-0.8978672	-0.02253273	0.3692563553888839	0.508546844477886
ORAI1	-0.8987207	0.11038076	0.36880145808148357	0.508546844477886
TKT	-0.89957416	-0.17915371	0.36834690956718685	0.508546844477886
TPST2	-0.90042764	0.0876655	0.3678927099094127	0.508546844477886
UBN1	-0.9012811	-0.1273661	0.36743885917102304	0.5081107729494577
ATXN7	-0.90298814	0.077759914	0.36653220470106507	0.5072337162046698
COPS2	-0.90298814	-0.03630937	0.36653220470106507	0.5072337162046698
ACTN4	-0.9038416	-0.011104971	0.3660794010924401	0.5072337162046698
SEP15	-0.9046951	-0.033764776	0.36562694664908724	0.506922840402532
APOBEC3A	-0.9046951	0.050613776	0.36562694664908724	0.506922840402532
PCSK7	-0.9055486	-0.2612418	0.3651748414310896	0.506922840402532
PCMTD1	-0.90640205	-0.01813551	0.3647230854979753	0.506922840402532
IRF3	-0.908109	-0.13404755	0.36382062172173535	0.5061143053013606
LY96	-0.908109	0.04920631	0.36382062172173535	0.5061143053013606
EBPL	-0.908109	0.0278821	0.36382062172173535	0.5061143053013606
BLOC1S2	-0.909816	0.018282175	0.36291955578550417	0.5056163208923373
TMEM160	-0.9106695	-0.042194054	0.362469547150324	0.5051783658637
ADD1	-0.911523	-0.16918348	0.36201988814555797	0.5049296117805461
EIF2A	-0.91322994	-0.039545316	0.3611216192493233	0.5040543141246177
LMBRD1	-0.9149369	0.016504504	0.36022474953538564	0.5033684680186776
C19orf24	-0.9149369	0.05229824	0.36022474953538564	0.5033684680186776
VBP1	-0.9157904	-0.06891397	0.3597768395064215	0.5031201465722545
PRKAG1	-0.91664386	-0.18154842	0.35932927943350057	0.5026830340384508
TMEM11	-0.91664386	0.015443313	0.35932927943350057	0.5026830340384508
ADI1	-0.9217648	-0.052745443	0.356651270965464	0.4993117793516496
SSU72	-0.9277392	0.046687666	0.3535428675500538	0.49533244497983464
ZRANB2	-0.93029964	-0.0718052	0.3522159533168632	0.493659093019194
COX4I1	-0.93200666	-0.021605277	0.35133309761042053	0.49260709920979145
TET2	-0.93200666	-0.19804624	0.35133309761042053	0.49260709920979145
CEBPZ	-0.9345671	-0.12988645	0.3500114455793232	0.4911238219055763
CLK4	-0.93712753	-0.18710928	0.3486929523726101	0.490012284768151
ATRAID	-0.93883455	-0.112621404	0.34781571233583863	0.4889640289689177
NXF1	-0.9405415	-0.12118636	0.34693987700625095	0.487916956937794
CCL4	-0.9405415	-0.1590335	0.34693987700625095	0.487916956937794
AUP1	-0.9439554	0.07976742	0.34519242165415576	0.4863778199924616
SNX6	-0.9473694	-0.0008339699	0.34345058860084887	0.48484078542439774
EIF3H	-0.9507833	-0.08406583	0.3417143799926603	0.4829390326727389
NSUN5	-0.95249027	-0.034733515	0.34084838548851704	0.4822642049997103
MNDA	-0.9567577	-0.09436968	0.3386895547130798	0.4799390798141207
BLVRA	-0.95931816	-0.030196331	0.3373984782622459	0.47865597449470615
AKAP17A	-0.96017164	-0.12083486	0.33696882327212285	0.47822861961333285
ACADM	-0.9644391	-0.034706075	0.3348258281217802	0.4764583049008443
MYCBP2	-0.9644391	-0.059497453	0.3348258281217802	0.4764583049008443
BAX	-0.9644391	-0.14161606	0.3348258281217802	0.4764583049008443
RBM42	-0.96956	0.113223344	0.33226585246271734	0.47426524897323086
RPS11	-0.971267	-0.0702875	0.3314153445674569	0.4732326469207092
UBTF	-0.97297394	-0.10483854	0.3305662455822469	0.4723824629885984
RPLP1	-0.9780949	-0.025120068	0.3280274034050831	0.46911445863307577
ACTR1A	-0.9780949	-0.040220417	0.3280274034050831	0.46911445863307577
HAT1	-0.9780949	0.04029854	0.3280274034050831	0.46911445863307577
FAM96A	-0.9832158	-0.02971096	0.32550124581034723	0.4665768434941236
SART1	-0.98577625	-0.13882087	0.32424292455116543	0.4653104628241002
ATG5	-0.98577625	-0.13863797	0.32424292455116543	0.4653104628241002
TAF15	-0.9874832	-0.13887712	0.32340580594481094	0.4644671119701026
BRE	-0.9883367	0.17355825	0.3229877753366406	0.4640457080839697
LAMP2	-0.9900437	-0.07824386	0.3221527715469069	0.4633823566012674
SRM	-0.99175066	-0.02611697	0.3213191777020492	0.462361907945298
SNRPE	-0.99175066	-0.016631054	0.3213191777020492	0.462361907945298
NDUFB7	-0.9934576	0.046218324	0.32048699384608714	0.4615211001867086
LILRB1	-0.9951646	-0.053550314	0.3196562200147566	0.4606810229624433
NUDT5	-0.9951646	-0.024918199	0.3196562200147566	0.4606810229624433
C9orf89	-0.9951646	-0.0052145342	0.3196562200147566	0.4606810229624433
MPG	-0.9951646	0.07406904	0.3196562200147566	0.4606810229624433
TM9SF3	-0.99601805	-0.0679166	0.3192413618672336	0.4606810229624433
RAF1	-0.9968716	-0.08746594	0.31882685623552287	0.4605551639337033
SRRM2	-1.0002855	-0.093910314	0.31717235890193685	0.4585209101517131
AIDA	-1.0002855	-0.1839759	0.31717235890193685	0.4585209101517131
ELF1	-1.0036994	-0.06750908	0.31552350190016676	0.4572021482786852
ANAPC16	-1.0071133	-0.044693183	0.313880285153612	0.45535262248229497
RPS6KA1	-1.0071133	-0.073998526	0.313880285153612	0.45535262248229497
PHF20	-1.0122343	-0.04439735	0.311426035022507	0.45249729006001405
ORAI2	-1.0139413	-0.29562274	0.31061077146526883	0.4514888809276585
G3BP2	-1.0224762	-0.033692885	0.30655559932951737	0.4466404741405018
S1PR4	-1.0233296	-0.21211994	0.3061520202115514	0.44640177105239526
GGNBP2	-1.0258901	-0.026127307	0.3049433967870304	0.44481363479627933
ATP5O	-1.0258901	-0.02929591	0.3049433967870304	0.44481363479627933
SPTLC2	-1.032718	-0.015569297	0.30173590040972287	0.4416920177381321
PLEKHA1	-1.032718	-0.07431564	0.30173590040972287	0.4416920177381321
ATG4B	-1.0369854	-0.06984108	0.2997426605569623	0.43911946023372445
ARHGAP30	-1.0378389	-0.25599468	0.29934506880714595	0.43888229773142184
SS18L2	-1.0378389	0.05786726	0.29934506880714595	0.43888229773142184
EMG1	-1.0395459	-0.00846261	0.2985509413546046	0.43823559542946294
TMEM126A	-1.0429598	0.015024213	0.29696690998872355	0.4360823236585199
DENND2D	-1.0463737	-0.19552444	0.29538850869986444	0.4346214169886587
MAN1A2	-1.0463737	-0.1401409	0.29538850869986444	0.4346214169886587
ETNK1	-1.0489342	-0.18134764	0.29420840146531724	0.43339876861425686
HCLS1	-1.0514947	-0.19250673	0.2930314594517076	0.43183583498146383
C1orf131	-1.0523481	-0.085106455	0.2926398486934405	0.43142945230972785
POLE3	-1.055762	0.028943812	0.29107692107805316	0.42929522934442377
CUTC	-1.055762	-0.11748913	0.29107692107805316	0.42929522934442377
STAT6	-1.0634434	-0.19298345	0.2875808902460123	0.4248120726997817
PTBP1	-1.064297	-0.16011736	0.2871941985226777	0.42457768769291454
RALGPS2	-1.0651504	-0.31399092	0.2868078578960851	0.42417492565727594
EXOSC8	-1.0660039	-0.12209476	0.2864218683286264	0.4241093589088686
DCTN3	-1.0660039	-0.12302255	0.2864218683286264	0.4241093589088686
NCBP2	-1.0668575	-0.012802799	0.28603622978221543	0.42387541572183457
DYNLT3	-1.0668575	-0.05686062	0.28603622978221543	0.42387541572183457
PIK3AP1	-1.0685644	-0.21443117	0.2852660055978127	0.4230707307233192
WARS	-1.0719783	-0.23499928	0.28372976775298187	0.4211278019577937
EVI2B	-1.0753922	-0.13578752	0.28219914175684546	0.41952479197704295
ARHGDIB	-1.0753922	-0.061390467	0.28219914175684546	0.41952479197704295
EMB	-1.0753922	-0.073562324	0.28219914175684546	0.41952479197704295
PRMT1	-1.0753922	-0.07910111	0.28219914175684546	0.41952479197704295
PDLIM2	-1.0762458	-0.05582813	0.2818173617923919	0.41952479197704295
RPL26L1	-1.0788062	-0.002857453	0.2806741248835988	0.41809217642660873
ILF2	-1.0788062	-0.010582728	0.2806741248835988	0.41809217642660873
YTHDC1	-1.0805132	-0.04080257	0.2799137189832759	0.41729331044584445
MPHOSPH6	-1.0805132	0.20575732	0.2799137189832759	0.41729331044584445
MAP7D1	-1.0805132	-0.07832262	0.2799137189832759	0.41729331044584445
MRPL2	-1.0839272	0.0047193575	0.2783971104199918	0.4158647570012233
DDX18	-1.0839272	-0.07163291	0.2783971104199918	0.4158647570012233
LILRB2	-1.0847806	-0.24988307	0.2780188336784829	0.4158647570012233
FNTA	-1.0873411	-0.21597432	0.27688610363899957	0.414438846443583
RP11-94L15.2	-1.089048	-0.21091843	0.27613269993861345	0.4141434452563014
PDIA4	-1.095876	-0.117868386	0.2731330735516265	0.4103055933466145
COPS4	-1.0967294	-0.048242543	0.2727596930798941	0.4099100472274115
CAPN2	-1.0975829	-0.103292964	0.27238666194484085	0.409514706936854
PROSC	-1.1035573	-0.17109208	0.26978522071830824	0.4064240137358333
CCDC28A	-1.1061177	-0.08423988	0.268675551705609	0.4049161289161019
PPIE	-1.1078247	0.063959874	0.267937515976044	0.4044585770145066
NECAP2	-1.1095318	-0.060908113	0.2672008745718608	0.4035101609511799
COMMD10	-1.1120921	0.080917254	0.26609852574772375	0.4023349207813736
STMN1	-1.115506	0.043567024	0.2646336028033004	0.40109708459075727
GUK1	-1.1180665	-0.047912396	0.2635385649647869	0.39960000648569477
P4HB	-1.1197735	-0.051338453	0.26281027893258746	0.398820488486127
COMMD1	-1.1231874	0.048833627	0.26135787852234016	0.39677812458915396
EIF1	-1.1231874	-0.063106924	0.26135787852234016	0.39677812458915396
NDUFS8	-1.124041	-0.10364218	0.2609956471174073	0.3965515258528049
PCF11	-1.1266015	-0.027478041	0.2599110366704208	0.3952260925114933
XRN1	-1.1266015	-0.15632017	0.2599110366704208	0.3952260925114933
TPR	-1.1334293	-0.16876489	0.2570340106289499	0.39133060326337266
BRMS1	-1.1359898	-0.10034875	0.25596084595880386	0.3901752723498099
C11orf83	-1.1402572	0.008238045	0.25417916366611426	0.3877768150317941
TBC1D1	-1.1402572	-0.0018798868	0.25417916366611426	0.3877768150317941
PSMA2-1	-1.1419642	-0.09534272	0.2534689128847091	0.3870103450523397
HDLBP	-1.1436712	-0.38100684	0.25276004524679363	0.3860863037321819
MIF4GD	-1.1453781	0.082810745	0.25205256012027144	0.38516361669589283
RASGRP2	-1.1470851	-0.008606642	0.25134645686623025	0.38440008434079737
CTNNBL1	-1.148792	0.062405076	0.2506417348389607	0.3834797947988043
RABEP1	-1.148792	-0.1581925	0.2506417348389607	0.3834797947988043
ATP6AP1	-1.148792	-0.15705405	0.2506417348389607	0.3834797947988043
IFI27L2	-1.148792	-0.0029256209	0.2506417348389607	0.3834797947988043
TSEN34	-1.150499	-0.108494274	0.2499383933859749	0.38303315924665454
DHRS4L2	-1.1530595	-0.15934975	0.24888596833933274	0.3820491945983822
NCOR1	-1.153913	-0.01190494	0.24853584955912777	0.3816690737147183
SUCLG2	-1.15562	-0.03573798	0.2478366458465714	0.3807523387510857
SYNRG	-1.1573269	-0.09460299	0.24713882003094734	0.3798369648350177
CYB5R3	-1.1590339	0.132133	0.24644237142616254	0.37892295259745223
MAPKAP1	-1.1590339	-0.09479837	0.24644237142616254	0.37892295259745223
CENPC	-1.1598874	-0.15591164	0.24609466336160812	0.37892295259745223
TMA16	-1.1607409	-0.09725966	0.24574729933946016	0.37879260875006193
MRPL52	-1.1624478	-0.04559005	0.24505360307143953	0.3778797589391473
GABARAPL1	-1.1650083	-0.08046808	0.2440156367831966	0.3770598470459021
MLLT6	-1.1675688	-0.28882113	0.24298076208619168	0.37561658696927264
MTSS1	-1.1675688	-0.20782234	0.24298076208619168	0.37561658696927264
ISCU	-1.1675688	-0.17886664	0.24298076208619168	0.37561658696927264
ACP1	-1.1684222	-0.13426176	0.2426364904526711	0.3755520741669772
GBP5	-1.1743966	-0.13271037	0.24023619198224488	0.372301114832243
BNIP3L	-1.1743966	-0.047870386	0.24023619198224488	0.372301114832243
TOMM20	-1.1743966	-0.11310817	0.24023619198224488	0.372301114832243
OXLD1	-1.1743966	-0.121680304	0.24023619198224488	0.372301114832243
FBXO9	-1.1752502	-0.02816483	0.23989466293717543	0.372301114832243
YDJC	-1.1769571	-0.059423804	0.23921263195851905	0.37164282078161237
MRPS6	-1.1880524	-0.09731438	0.23481276159282338	0.36526429581105857
UQCRC1	-1.1880524	-0.08266845	0.23481276159282338	0.36526429581105857
TAGAP	-1.1982943	-0.19404751	0.2308024873439849	0.36038090686331226
S100A11	-1.1982943	-0.06233457	0.2308024873439849	0.36038090686331226
GTF2F1	-1.2000012	-0.37404516	0.23013886893551228	0.3597972913164768
COX6C	-1.2000012	-0.046531096	0.23013886893551228	0.3597972913164768
ADSS	-1.2017082	-0.10644332	0.22947660847036122	0.35921432952653437
RHOH	-1.2017082	-0.04482599	0.22947660847036122	0.35921432952653437
YTHDF2	-1.2025616	-0.128532	0.22914598720020674	0.3591496870090783
NCKAP1L	-1.2051221	-0.28654763	0.22815615795183575	0.3578995502159378
JAGN1	-1.2059757	0.07643604	0.22782689269650858	0.3576843795960362
CTA-29F11.1	-1.2068291	-0.101401575	0.22749796617400608	0.35731861072627524
ALKBH5	-1.210243	-0.021990323	0.2261856452242047	0.3555573418383024
NHLRC3	-1.2119501	-0.008004541	0.2255315142911659	0.35467878345451936
COMMD3	-1.213657	-0.036691215	0.22487873520189117	0.3541008075652612
PTPLAD2	-1.2145104	-0.021035163	0.2245528523190088	0.35373723436378546
TMEM156	-1.215364	-0.032470763	0.22422730706072824	0.3533738855243978
DIAPH1	-1.2170709	-0.12922278	0.22357722896601429	0.35249856082533326
CYB5B	-1.2179245	-0.05940971	0.2232526959026675	0.352434522908662
RHEB	-1.2187779	0.0674737	0.2229285000100958	0.3520719822042395
FDFT1	-1.2187779	-0.04396272	0.2229285000100958	0.3520719822042395
SRGN	-1.2187779	-0.15028223	0.2229285000100958	0.3520719822042395
RPS16	-1.2204849	-0.046470467	0.22228111927934902	0.35179553259511076
CFLAR	-1.2238988	-0.24724244	0.22099039880914584	0.350348337660817
PSMC3	-1.2238988	-0.069134146	0.22099039880914584	0.350348337660817
DYNC1LI1	-1.2256058	0.07015539	0.22034705721277437	0.3497751240666546
VPS25	-1.2324337	-0.14970401	0.2177871264802016	0.3464499184161771
SH3BP5	-1.2358476	-0.25009817	0.2165152091584216	0.34472109401708506
PPP4R2	-1.2358476	-0.067828506	0.2165152091584216	0.34472109401708506
RPL30	-1.2392615	-0.03216848	0.21524864689116152	0.34299784382656634
SLC25A3	-1.2392615	-0.20060362	0.21524864689116152	0.34299784382656634
FBXO7	-1.240115	-0.13922846	0.21493284213412278	0.3429348346647272
MAP3K8	-1.243529	-0.20099613	0.21367296264027325	0.3410707727699861
ZNF428	-1.2477964	-0.016987734	0.21210561786998627	0.33885942554604415
ATP6V1H	-1.2477964	-0.14447783	0.21210561786998627	0.33885942554604415
ZMYND8	-1.2477964	-0.19208449	0.21210561786998627	0.33885942554604415
RALB	-1.2503569	-0.087673984	0.2111692074172351	0.33808861926989836
STXBP2	-1.2512103	-0.07694179	0.21085773590575507	0.3377351434464653
ADSL	-1.2512103	-0.019818006	0.21085773590575507	0.3377351434464653
MGST2	-1.2512103	-0.029292796	0.21085773590575507	0.3377351434464653
IMP4	-1.2529173	0.04536608	0.2102357900740608	0.33717402335736535
DEF8	-1.2537708	0.013508985	0.20992531549666693	0.3368211438645358
NDUFB10	-1.2546244	0.013663377	0.20961517297287846	0.3364684931685342
BAZ2B	-1.2563313	-0.14790612	0.20899588356795595	0.3356190903005899
MRPL4	-1.2631592	-0.0594542	0.20653198203316703	0.33209201256110277
PPIH	-1.2665731	0.053630106	0.20530797014928004	0.3305520453246515
UBA6	-1.273401	-0.15089779	0.2028757813601123	0.32691882725446053
SLFN5	-1.273401	-0.26668495	0.2028757813601123	0.32691882725446053
SSR2	-1.273401	-0.08953911	0.2028757813601123	0.32691882725446053
ZSWIM7	-1.275108	-0.037127133	0.20227102679064957	0.32665104239738896
APBB1IP	-1.2759615	-0.17609456	0.20196914264766863	0.3264466524392005
NSMCE1	-1.2785219	0.049484927	0.20106546113021861	0.32512712863609816
KRR1	-1.2802289	0.033711247	0.2004646478253469	0.3242964155089452
POLDIP2	-1.2836429	0.05161249	0.19926695469233435	0.3229199909809631
HIST2H2AC	-1.2836429	-0.04709497	0.19926695469233435	0.3229199909809631
SH3BGRL3	-1.2853498	-0.09865915	0.1986700726190206	0.32223316656499684
EMD	-1.2853498	-0.17943561	0.1986700726190206	0.32223316656499684
UBE2J1	-1.2853498	-0.22208406	0.1986700726190206	0.32223316656499684
ERGIC1	-1.2870568	-0.17927785	0.19807449870244054	0.32168749811072334
MSL3	-1.2887638	-0.2869245	0.19748023180712126	0.3208622963567712
NUFIP2	-1.2904707	-0.2296911	0.1968872707924736	0.32017825171666886
TMEM205	-1.2904707	0.009764152	0.1968872707924736	0.32017825171666886
TERF2IP	-1.2938846	-0.06768126	0.1957052618173798	0.3189524704629857
RTN4	-1.2955916	-0.1094085	0.1951162115503634	0.31855009724399536
SMC3	-1.2955916	-0.017640058	0.1951162115503634	0.31855009724399536
PDXK	-1.2955916	0.033117123	0.1951162115503634	0.31855009724399536
APH1A	-1.2990056	0.046731994	0.19394201365319685	0.3171893099888033
MIS18BP1	-1.3024195	-0.25452432	0.1927730114745716	0.31583224581227654
AP2B1	-1.3075404	-0.022253856	0.1910292295374605	0.31325092505394225
LAMTOR5	-1.3075404	-0.054352883	0.1910292295374605	0.31325092505394225
TMEM183A	-1.3092474	0.070086055	0.19045055648923326	0.3128530535359086
EMC10	-1.3109543	-0.13747281	0.18987317524324865	0.3121800020334914
TMEM70	-1.3118079	-0.028660528	0.18958496866967	0.31184382655735476
NGLY1	-1.3126614	-0.07188682	0.18929708459433603	0.3115078846793228
FAM177A1	-1.3126614	-0.019816564	0.18929708459433603	0.3115078846793228
RER1	-1.3160753	-0.05006291	0.18814877024297616	0.31044130278460047
MTX1	-1.3177823	-0.056584105	0.1875765441061802	0.3097716409097184
DDA1	-1.3177823	0.029184114	0.1875765441061802	0.3097716409097184
DRG1	-1.3186357	-0.08516117	0.1872909132626439	0.3097716409097184
SNX1	-1.3203428	-0.22262795	0.18672061525787675	0.309515052520274
POLR3GL	-1.3211962	0.010123436	0.18643594778879347	0.30925945192225696
ZNF281	-1.3263171	-0.108046785	0.18473467469692695	0.3069843500987755
CHMP4B	-1.3297311	-0.031209577	0.18360689238889016	0.3053827901992974
RIPK2	-1.3314381	0.06620088	0.18304491740367312	0.30485656190128746
RASSF2	-1.3322915	-0.3586576	0.1827644084020732	0.30452557355226867
GOLGB1	-1.333145	-0.20611669	0.18248421818373917	0.30419482028480066
HNRNPF	-1.333145	-0.1564616	0.18248421818373917	0.30419482028480066
NUDCD2	-1.3365589	0.11253644	0.18136664197059627	0.3026027664419805
TERF1	-1.3374125	-0.15428793	0.1810880432867661	0.3025445819649694
CD164	-1.3382659	-0.16997887	0.18080976243149427	0.30221524025802726
SDHC	-1.3399729	-0.008576245	0.180254153565933	0.3016927945525998
CD55	-1.3433869	-0.060995035	0.17914674271425557	0.3001090732649067
NDUFA9	-1.3433869	-0.023490619	0.17914674271425557	0.3001090732649067
UCP2	-1.3468008	-0.0847944	0.17804439908879077	0.298530996040818
ZNHIT3	-1.3468008	-0.016957108	0.17804439908879077	0.298530996040818
PTMA	-1.3485078	-0.043628987	0.1774951242394498	0.2980125530512674
B3GAT3	-1.3493613	0.060172457	0.17722096048486313	0.297955240110894
PDHB	-1.3502147	0.05743526	0.17694711229217197	0.29762919881483674
MRPS12	-1.3510683	-0.024638455	0.1766735794974169	0.297303393605233
EPRS	-1.3519217	-0.28379926	0.17640036193636843	0.2969778245257848
TBC1D10C	-1.3570427	-0.10538114	0.1747676672471552	0.2943621858111289
BSG	-1.3621635	-0.19384918	0.17314627928714488	0.2921598296625861
HMGXB4	-1.3638705	-0.018662378	0.17260832301447704	0.2913841318703139
SFPQ	-1.3638705	-0.053681776	0.17260832301447704	0.2913841318703139
LARP1	-1.3672844	-0.10909634	0.17153616197885035	0.2898369633435747
CNIH1	-1.3672844	-0.045992445	0.17153616197885035	0.2898369633435747
SDHB	-1.368138	-0.044865288	0.17126890229986969	0.2896482253245753
RARRES3	-1.3706985	-0.21060678	0.17046899394383508	0.2885575152031099
TCP1	-1.3706985	-0.23745273	0.17046899394383508	0.2885575152031099
LASP1	-1.3724054	-0.18928817	0.1699372789065121	0.28805026247057397
NIN	-1.3741124	-0.21920791	0.1694068080371247	0.2872818547951969
CTDSP1	-1.3766727	-0.16380139	0.1686134315516853	0.28619709165837554
RNF141	-1.3775263	0.04709339	0.16834959332130983	0.28587956476450427
LAGE3	-1.3826472	-0.065492064	0.166773068146572	0.2835903679350841
RECQL	-1.3852077	-0.26806703	0.16598897903830145	0.28238600179928486
CHMP2B	-1.3852077	-0.088688076	0.16598897903830145	0.28238600179928486
ASAH1	-1.3860612	-0.081936836	0.1657282331357709	0.2822002470039373
RPSA	-1.3860612	-0.10415395	0.1657282331357709	0.2822002470039373
ATP5J2	-1.3860612	-0.062453177	0.1657282331357709	0.2822002470039373
PSMC6	-1.3963029	-0.05781268	0.16262327759747153	0.2783129989765551
PLD3	-1.3980099	0.05032999	0.16211007950997314	0.2775622694690299
BAD	-1.399717	0.1632671	0.16159810463933122	0.2768129446535738
BAZ1B	-1.399717	-0.20618238	0.16159810463933122	0.2768129446535738
NGDN	-1.399717	-0.037099775	0.16159810463933122	0.2768129446535738
ZNF511	-1.399717	-0.10031036	0.16159810463933122	0.2768129446535738
NUCKS1	-1.4014239	-0.06479324	0.16108735155819676	0.2765741342566735
SRP9	-1.4014239	-0.08509545	0.16108735155819676	0.2765741342566735
RTN3	-1.4022774	-0.11620187	0.1608324327416346	0.2765189194505297
GHITM	-1.4048378	-0.019097755	0.1600695050365485	0.2754615696654836
RBM25	-1.4065448	-0.16059342	0.15956240872289518	0.27471586226725
SAFB2	-1.4099587	-0.13338439	0.15855186277974143	0.27322866126411716
HMGN3	-1.4099587	-0.06774928	0.15855186277974143	0.27322866126411716
COMMD2	-1.4099587	-0.031011727	0.15855186277974143	0.27322866126411716
PSMB4	-1.4116657	-0.18422152	0.15804841025531824	0.27286614732999775
NOP56	-1.4116657	-0.19766235	0.15804841025531824	0.27286614732999775
ZC3H13	-1.4142262	-0.2733105	0.15729550294278197	0.27181830763754994
SP140L	-1.4150797	-0.2116854	0.15704513883661125	0.27163775988274047
ERH	-1.4236145	-0.09669685	0.1545580882543691	0.2675845284329477
MKNK2	-1.427882	-0.18591985	0.1533258378510115	0.26582189020352276
TRIP11	-1.427882	-0.18464205	0.1533258378510115	0.26582189020352276
SDCCAG8	-1.4304425	-0.011282818	0.15259008225088674	0.2647928547541017
PGLS	-1.4321494	-0.15681876	0.1521010731834803	0.2641904834586197
CSNK1G3	-1.4321494	-0.19564049	0.1521010731834803	0.2641904834586197
PJA2	-1.4338564	-0.026160955	0.15161325810624024	0.26371217804186764
BABAM1	-1.4364169	-0.10138756	0.1508837709454617	0.26256596401911186
PTP4A2	-1.4372703	-0.12040851	0.15064120392934185	0.26226640646697946
CASC4	-1.4389772	-0.270727	0.15015696182504543	0.26166800460293366
TUBGCP2	-1.4398308	-0.32228428	0.14991528636007184	0.26136916030192303
CNDP2	-1.4398308	-0.20735627	0.14991528636007184	0.26136916030192303
PGAM1	-1.4406842	-0.11484724	0.14967390770168126	0.2611928923528871
SETD2	-1.4415377	-0.17260881	0.14943282566097285	0.2608944410508499
GNB2L1	-1.4440982	-0.0640181	0.14871135735293992	0.25975661106113895
NDUFC2	-1.4440982	-0.06743976	0.14871135735293992	0.25975661106113895
USP16	-1.4458052	-0.15842894	0.14823185809718914	0.259405751670081
PBRM1	-1.4466586	0.017321423	0.147992551784517	0.2591087272428497
TSNAX	-1.4475121	-0.14489914	0.1477535407616656	0.2588119406380257
FAM126B	-1.4492191	-0.15820614	0.1472764038233089	0.25821908090301426
PLEKHB2	-1.4500726	-0.038799606	0.1470382775262604	0.25792300777569177
CISD3	-1.4509261	-0.029886056	0.14680044575594703	0.25762717247650646
HSPA5	-1.452633	-0.20624578	0.14632566503031685	0.25691502903012725
COPS3	-1.45434	0.032694917	0.14585206011408602	0.25644620956792086
YWHAB	-1.4560469	-0.09190727	0.14537962947187347	0.2557362967185908
RANGRF	-1.4645818	0.15015462	0.14303503642197773	0.25220761156981303
EIF3K	-1.4662888	-0.102745004	0.1425696190127843	0.25174455249104255
MSN	-1.4679958	-0.18784133	0.14210536504633683	0.25104382326022695
PRCP	-1.4697027	-0.12104101	0.14164227296361798	0.2503444824473248
PNKD	-1.4731168	0.062008843	0.14071956819901404	0.24906828515833096
NMT1	-1.4765307	-0.0027887921	0.1398014921899942	0.24767876161538457
GBP2	-1.4773841	-0.02177567	0.13957269495828697	0.24739110710359863
QKI	-1.4782376	-0.14171202	0.13934418604126178	0.2471036899131709
SRP14	-1.4782376	-0.055998735	0.13934418604126178	0.2471036899131709
ZNF593	-1.4799446	0.002323212	0.13888803236280695	0.24664713043352077
CTR9	-1.4799446	-0.16075754	0.13888803236280695	0.24664713043352077
JMJD1C	-1.4833585	-0.098737486	0.1379791760995909	0.24526704142953534
SNRNP70	-1.487626	-0.19491857	0.1368495602396086	0.24349152524238052
BFAR	-1.487626	-0.12485789	0.1368495602396086	0.24349152524238052
KLF4	-1.4910399	-0.14200753	0.13595101563729503	0.24247202214237867
C10orf118	-1.4936004	0.05900244	0.1352801018674014	0.24150675903844812
TMED4	-1.4936004	0.01773544	0.1352801018674014	0.24150675903844812
TRAPPC3	-1.4970143	-0.08574088	0.13438953282240299	0.24026241969785345
CTSS	-1.4987212	-0.14080599	0.13394595154181502	0.23958440131686795
ZNF706	-1.5012817	-0.117232434	0.13328270415355656	0.238856973179906
RAB10	-1.5021353	-0.15363285	0.13306218742776546	0.23857659411699497
OSTF1	-1.5038422	-0.07193224	0.13262200137216915	0.23801654607708816
NCF1	-1.512377	-0.20023154	0.1304379664461416	0.23466231258233397
LUC7L	-1.514084	-0.16391368	0.13000452717762273	0.23422199284444462
CDS2	-1.5149375	-0.11611658	0.12978822718651126	0.2339454782393843
HNRNPUL1	-1.517498	-0.10735746	0.12914100333921774	0.23300440718761958
FBXW5	-1.5226189	-0.14825699	0.12785407982419758	0.23101824030340212
NEMF	-1.5260328	-0.030095259	0.1270016865313183	0.2297009619439676
ZNF524	-1.5260328	0.0022961155	0.1270016865313183	0.2297009619439676
KIF2A	-1.5260328	-0.09199975	0.1270016865313183	0.2297009619439676
BSDC1	-1.5260328	-0.049927372	0.1270016865313183	0.2297009619439676
PSMD7	-1.5337142	-0.08581876	0.12509997593665942	0.22681222511592974
ADK	-1.5362747	-0.08707157	0.12447102931287522	0.22589186801225505
BDP1	-1.5379816	0.019914418	0.1240531036551525	0.22535305268867703
ADH5	-1.5388352	-0.07925628	0.12384455183161809	0.22530391354223045
MRPL20	-1.5431025	-0.07097999	0.12280589445844937	0.22363283665685355
RP11-796E2.4	-1.5482235	-0.15222304	0.12156850197208532	0.22170475090305863
METTL9	-1.5499305	-0.039283756	0.1211582115151584	0.22106476221580101
ZFAND5	-1.5550513	-0.114112765	0.11993383783466553	0.21904542035129693
